season,week,celebrity,judge_score_norm,estimated_vote_share,is_eliminated,age,industry,partner
2,3,Contestant_8,0.7333333333333333,0.1401736588236608,0,66,Actor/Actress,Edyta Sliwinska
2,3,Contestant_9,0.8333333333333334,0.11261054689847656,0,42,Actor/Actress,Louis van Amstel
2,3,Contestant_10,0.9,0.10673142111282685,0,26,Athlete,Tony Dovolani
2,3,Contestant_11,0.6333333333333333,0.16227769017357085,0,43,Athlete,Anna Trebunskaya
2,3,Contestant_12,0.7333333333333333,0.038738391614910356,1,44,News Anchor,Jonathan Roberts
2,3,Contestant_13,0.4666666666666667,0.1913616390540795,0,35,Singer/Rapper,Ashly DelGrosso
2,3,Contestant_14,0.9,0.12811234271508817,0,29,Singer/Rapper,Cheryl Burke
2,4,Contestant_7,0.8333333333333334,0.1359501632751583,0,39,Actor/Actress,Maksim Chmerkoskiy
2,4,Contestant_8,0.7,0.18177055297881997,0,66,Actor/Actress,Edyta Sliwinska
2,4,Contestant_9,0.8666666666666667,0.11638047064921635,0,42,Actor/Actress,Louis van Amstel
2,4,Contestant_10,0.8666666666666667,0.12110562047436464,0,26,Athlete,Tony Dovolani
2,4,Contestant_11,0.8,0.20146769811596546,0,43,Athlete,Anna Trebunskaya
2,4,Contestant_13,0.26666666666666666,0.1089597761393318,1,35,Singer/Rapper,Ashly DelGrosso
2,4,Contestant_14,0.9333333333333333,0.13436571836714387,0,29,Singer/Rapper,Cheryl Burke
2,5,Contestant_7,0.7333333333333333,0.11169980410133475,1,39,Actor/Actress,Maksim Chmerkoskiy
2,5,Contestant_8,0.8,0.20427017692094668,0,66,Actor/Actress,Edyta Sliwinska
2,5,Contestant_9,0.8333333333333334,0.14649330339995187,0,42,Actor/Actress,Louis van Amstel
2,5,Contestant_10,1.0,0.14326125314624136,0,26,Athlete,Tony Dovolani
2,5,Contestant_11,0.7666666666666667,0.2463078540317361,0,43,Athlete,Anna Trebunskaya
2,5,Contestant_14,0.9,0.1479676083997889,0,29,Singer/Rapper,Cheryl Burke
2,6,Contestant_8,0.7666666666666667,0.14799232977363824,1,66,Actor/Actress,Edyta Sliwinska
2,6,Contestant_9,0.9,0.20068053846588832,0,42,Actor/Actress,Louis van Amstel
2,6,Contestant_10,1.0,0.1649219640875676,0,26,Athlete,Tony Dovolani
2,6,Contestant_11,0.7666666666666667,0.303651014316161,0,43,Athlete,Anna Trebunskaya
2,6,Contestant_14,1.0,0.18275415335674502,0,29,Singer/Rapper,Cheryl Burke
2,7,Contestant_9,0.8833333333333333,0.19017471057092572,1,42,Actor/Actress,Louis van Amstel
2,7,Contestant_10,0.9166666666666666,0.19255563823700653,0,26,Athlete,Tony Dovolani
2,7,Contestant_11,0.6833333333333333,0.3810114412999945,0,43,Athlete,Anna Trebunskaya
2,7,Contestant_14,0.9166666666666666,0.23625820989207238,0,29,Singer/Rapper,Cheryl Burke
3,1,Contestant_16,0.5666666666666667,0.0866133451448876,0,54,Actor/Actress,Ashly DelGrosso
3,1,Contestant_17,0.7333333333333333,0.07932025927692528,0,42,Actor/Actress,Nick Kosovich
3,1,Contestant_18,0.6333333333333333,0.09495184297362276,0,25,Actor/Actress,Louis van Amstel
3,1,Contestant_19,0.7,0.07976862282473904,0,30,Actor/Actress,Edyta Sliwinska
3,1,Contestant_20,0.8666666666666667,0.08213679583305931,0,32,Actor/Actress,Karina Smirnoff
3,1,Contestant_21,0.8,0.09624982719794657,0,37,Athlete,Cheryl Burke
3,1,Contestant_22,0.6,0.08353891012344467,0,31,Model,Jesse DeSoto
3,1,Contestant_23,0.7333333333333333,0.14008016605134566,0,25,Singer/Rapper,Maksim Chmerkoskiy
3,1,Contestant_24,0.5,0.1413168938990718,0,35,Singer/Rapper,Tony Dovolani
3,1,Contestant_25,0.5333333333333333,0.09171108249740208,0,62,TV Personality,Kym Johnson
3,1,Contestant_26,0.4,0.02431225417755501,1,37,TV Personality,Elena Grinenko
3,2,Contestant_16,0.7,0.20689116564728016,0,54,Actor/Actress,Ashly DelGrosso
3,2,Contestant_17,0.8,0.239426806073468,0,42,Actor/Actress,Nick Kosovich
3,2,Contestant_18,0.8666666666666667,0.02351104432163713,0,25,Actor/Actress,Louis van Amstel
3,2,Contestant_19,0.9666666666666667,0.02598335637837684,0,30,Actor/Actress,Edyta Sliwinska
3,2,Contestant_20,0.7,0.019866744987460733,0,32,Actor/Actress,Karina Smirnoff
3,2,Contestant_21,0.8,0.23912335170707544,0,37,Athlete,Cheryl Burke
3,2,Contestant_22,0.7333333333333333,0.004453302687637242,1,31,Model,Jesse DeSoto
3,2,Contestant_23,0.7666666666666667,0.18133415861606642,0,25,Singer/Rapper,Maksim Chmerkoskiy
3,2,Contestant_24,0.7,0.01115939732284172,0,35,Singer/Rapper,Tony Dovolani
3,2,Contestant_25,0.6333333333333333,0.04825067225815645,0,62,TV Personality,Kym Johnson
3,3,Contestant_16,0.7333333333333333,0.10861896962196507,1,54,Actor/Actress,Ashly DelGrosso
3,3,Contestant_17,0.9,0.028362370850360214,0,42,Actor/Actress,Nick Kosovich
3,3,Contestant_18,0.9,0.26577855687753343,0,25,Actor/Actress,Louis van Amstel
3,3,Contestant_19,0.7333333333333333,0.0845496358304763,0,30,Actor/Actress,Edyta Sliwinska
3,3,Contestant_20,0.7333333333333333,0.0592987758190438,0,32,Actor/Actress,Karina Smirnoff
3,3,Contestant_21,0.6333333333333333,0.09729168829255845,0,37,Athlete,Cheryl Burke
3,3,Contestant_23,0.7333333333333333,0.16713535562504594,0,25,Singer/Rapper,Maksim Chmerkoskiy
3,3,Contestant_24,0.8333333333333334,0.07421223787637031,0,35,Singer/Rapper,Tony Dovolani
3,3,Contestant_25,0.7,0.11475240920664621,0,62,TV Personality,Kym Johnson
3,4,Contestant_17,0.8,0.018355338806455485,1,42,Actor/Actress,Nick Kosovich
3,4,Contestant_18,0.8,0.2362213179864432,0,25,Actor/Actress,Louis van Amstel
3,4,Contestant_19,0.9,0.09773919280286472,0,30,Actor/Actress,Edyta Sliwinska
3,4,Contestant_20,0.9666666666666667,0.07320095880231968,0,32,Actor/Actress,Karina Smirnoff
3,4,Contestant_21,0.8,0.1157451766924568,0,37,Athlete,Cheryl Burke
3,4,Contestant_23,0.9333333333333333,0.1891040404766048,0,25,Singer/Rapper,Maksim Chmerkoskiy
3,4,Contestant_24,0.6666666666666666,0.13289936171992736,0,35,Singer/Rapper,Tony Dovolani
3,4,Contestant_25,0.7333333333333333,0.13673461271292744,0,62,TV Personality,Kym Johnson
3,5,Contestant_18,0.9,0.2307204364343784,0,25,Actor/Actress,Louis van Amstel
3,5,Contestant_19,0.8333333333333334,0.139590225978889,0,30,Actor/Actress,Edyta Sliwinska
3,5,Contestant_20,0.9,0.1269373812429261,0,32,Actor/Actress,Karina Smirnoff
3,5,Contestant_21,0.9,0.14252542468942844,0,37,Athlete,Cheryl Burke
3,5,Contestant_23,0.9,0.04384525054868297,1,25,Singer/Rapper,Maksim Chmerkoskiy
3,5,Contestant_24,0.8,0.152080524382011,0,35,Singer/Rapper,Tony Dovolani
3,5,Contestant_25,0.8,0.164300756723684,0,62,TV Personality,Kym Johnson
3,7,Contestant_18,0.9,0.26951212026737537,0,25,Actor/Actress,Louis van Amstel
3,7,Contestant_19,0.95,0.19772441892800907,0,30,Actor/Actress,Edyta Sliwinska
3,7,Contestant_20,0.9333333333333333,0.2054204697391784,0,32,Actor/Actress,Karina Smirnoff
3,7,Contestant_21,0.95,0.21876308081617366,0,37,Athlete,Cheryl Burke
3,7,Contestant_25,0.7666666666666667,0.10857991024926354,1,62,TV Personality,Kym Johnson
3,8,Contestant_18,0.8833333333333333,0.15032376924679794,1,25,Actor/Actress,Louis van Amstel
3,8,Contestant_19,0.9,0.2793916721341899,0,30,Actor/Actress,Edyta Sliwinska
3,8,Contestant_20,0.95,0.2866402922618024,0,32,Actor/Actress,Karina Smirnoff
3,8,Contestant_21,0.9,0.28364426635720935,0,37,Athlete,Cheryl Burke
4,2,Contestant_27,0.7,0.08203677708851824,0,59,Actor/Actress,Edyta Sliwinska
4,2,Contestant_28,0.7333333333333333,0.08689750222578523,0,42,Actor/Actress,Cheryl Burke
4,2,Contestant_29,0.6,0.11766371823868978,0,44,Athlete,Elena Grinenko
4,2,Contestant_30,0.9,0.09054079570987417,0,29,Athlete,Maksim Chmerkoskiy
4,2,Contestant_31,0.8666666666666667,0.10718701592377827,0,24,Athlete,Julianne Hough
4,2,Contestant_32,0.6666666666666666,0.09822703285250846,0,28,Beauty Pagent,Brian Fortuna
4,2,Contestant_33,0.7,0.013841191531489489,1,41,Model,Alec Mazo
4,2,Contestant_34,0.8,0.06326656070720364,0,39,Model,Jonathan Roberts
4,2,Contestant_35,0.7,0.12482832873465081,0,45,Singer/Rapper,Karina Smirnoff
4,2,Contestant_36,0.8,0.1293624933209893,0,30,Singer/Rapper,Kym Johnson
4,2,Contestant_37,0.7,0.08614858366651244,0,50,TV Personality,Tony Dovolani
4,3,Contestant_27,0.6666666666666666,0.1047097579610141,0,59,Actor/Actress,Edyta Sliwinska
4,3,Contestant_28,0.8,0.09144842652408507,0,42,Actor/Actress,Cheryl Burke
4,3,Contestant_29,0.5333333333333333,0.1355498525533977,0,44,Athlete,Elena Grinenko
4,3,Contestant_30,0.7,0.11324847023549704,0,29,Athlete,Maksim Chmerkoskiy
4,3,Contestant_31,0.7666666666666667,0.106493857478731,0,24,Athlete,Julianne Hough
4,3,Contestant_32,0.7,0.019948635555828327,1,28,Beauty Pagent,Brian Fortuna
4,3,Contestant_34,0.8,0.08609162677132881,0,39,Model,Jonathan Roberts
4,3,Contestant_35,0.7,0.13431491171451193,0,45,Singer/Rapper,Karina Smirnoff
4,3,Contestant_36,0.8,0.11771836728350382,0,30,Singer/Rapper,Kym Johnson
4,3,Contestant_37,0.8,0.09047609392210185,0,50,TV Personality,Tony Dovolani
4,4,Contestant_27,0.5333333333333333,0.1353319194893855,0,59,Actor/Actress,Edyta Sliwinska
4,4,Contestant_28,0.8,0.1062839385189408,0,42,Actor/Actress,Cheryl Burke
4,4,Contestant_29,0.5,0.15997853504412832,0,44,Athlete,Elena Grinenko
4,4,Contestant_30,0.7,0.1200199366999935,0,29,Athlete,Maksim Chmerkoskiy
4,4,Contestant_31,0.8666666666666667,0.1065826316767261,0,24,Athlete,Julianne Hough
4,4,Contestant_34,0.7666666666666667,0.09047723788348606,0,39,Model,Jonathan Roberts
4,4,Contestant_35,0.7,0.13126585991643303,0,45,Singer/Rapper,Karina Smirnoff
4,4,Contestant_36,0.9333333333333333,0.11873142622825064,0,30,Singer/Rapper,Kym Johnson
4,4,Contestant_37,0.5333333333333333,0.03132851454265548,1,50,TV Personality,Tony Dovolani
4,5,Contestant_27,0.6,0.1548920385337576,0,59,Actor/Actress,Edyta Sliwinska
4,5,Contestant_28,0.8,0.11747948922865872,0,42,Actor/Actress,Cheryl Burke
4,5,Contestant_29,0.43333333333333335,0.06247207821083759,1,44,Athlete,Elena Grinenko
4,5,Contestant_30,0.9333333333333333,0.11931109869516733,0,29,Athlete,Maksim Chmerkoskiy
4,5,Contestant_31,1.0,0.11445587479275374,0,24,Athlete,Julianne Hough
4,5,Contestant_34,0.7,0.12636468083846786,0,39,Model,Jonathan Roberts
4,5,Contestant_35,0.5666666666666667,0.17394753176315608,0,45,Singer/Rapper,Karina Smirnoff
4,5,Contestant_36,0.8333333333333334,0.13107720793720112,0,30,Singer/Rapper,Kym Johnson
4,6,Contestant_27,0.6333333333333333,0.18669929935914253,0,59,Actor/Actress,Edyta Sliwinska
4,6,Contestant_28,0.8,0.1436565494593022,0,42,Actor/Actress,Cheryl Burke
4,6,Contestant_30,0.9333333333333333,0.14067970166331906,0,29,Athlete,Maksim Chmerkoskiy
4,6,Contestant_31,0.9333333333333333,0.13837368951339504,0,24,Athlete,Julianne Hough
4,6,Contestant_34,0.7666666666666667,0.04375508462627392,1,39,Model,Jonathan Roberts
4,6,Contestant_35,0.7,0.19452617856846843,0,45,Singer/Rapper,Karina Smirnoff
4,6,Contestant_36,0.9,0.15230949681009892,0,30,Singer/Rapper,Kym Johnson
4,7,Contestant_27,0.75,0.08137583560432915,1,59,Actor/Actress,Edyta Sliwinska
4,7,Contestant_28,0.9,0.17042714656841385,0,42,Actor/Actress,Cheryl Burke
4,7,Contestant_30,0.9833333333333333,0.15509954139358936,0,29,Athlete,Maksim Chmerkoskiy
4,7,Contestant_31,0.9,0.1835457140306278,0,24,Athlete,Julianne Hough
4,7,Contestant_35,0.6333333333333333,0.23332141011726437,0,45,Singer/Rapper,Karina Smirnoff
4,7,Contestant_36,0.9833333333333333,0.1762303522857753,0,30,Singer/Rapper,Kym Johnson
4,8,Contestant_28,0.7833333333333333,0.2188714028959965,0,42,Actor/Actress,Cheryl Burke
4,8,Contestant_30,0.8833333333333333,0.20850231643689712,0,29,Athlete,Maksim Chmerkoskiy
4,8,Contestant_31,0.9666666666666667,0.2156005045868604,0,24,Athlete,Julianne Hough
4,8,Contestant_35,0.6333333333333333,0.12706944362930775,1,45,Singer/Rapper,Karina Smirnoff
4,8,Contestant_36,0.9166666666666666,0.22995633245093774,0,30,Singer/Rapper,Kym Johnson
4,9,Contestant_28,0.9666666666666667,0.277877399604174,1,42,Actor/Actress,Cheryl Burke
4,9,Contestant_30,1.0,0.5504239373367016,0,29,Athlete,Maksim Chmerkoskiy
4,9,Contestant_31,0.9833333333333333,0.08086915445691256,0,24,Athlete,Julianne Hough
4,9,Contestant_36,1.0,0.09082950860221194,0,30,Singer/Rapper,Kym Johnson
5,1,Contestant_38,0.7,0.07217858104877324,0,38,Actor/Actress,Edyta Sliwinska
5,1,Contestant_39,0.8,0.07398426058050049,0,56,Actor/Actress,Tony Dovolani
5,1,Contestant_40,0.8666666666666667,0.06988488607826164,0,23,Actor/Actress,Mark Ballas
5,1,Contestant_41,0.7,0.08077374723411165,0,35,Actor/Actress,Derek Hough
5,1,Contestant_42,0.6,0.10098496706925424,0,30,Athlete,Karina Smirnoff
5,1,Contestant_43,0.5333333333333333,0.017391799996184506,1,29,Model,Alec Mazo
5,1,Contestant_44,0.7,0.07480342490095661,0,22,Model,Anna Trebunskaya
5,1,Contestant_45,0.8333333333333334,0.0680099926906106,0,32,Racing Driver,Julianne Hough
5,1,Contestant_46,0.8,0.10955492377177954,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,1,Contestant_47,0.6333333333333333,0.12470079164904231,0,65,Singer/Rapper,Cheryl Burke
5,1,Contestant_48,0.7,0.13020958324060164,0,47,Singer/Rapper,Jonathan Roberts
5,1,Contestant_49,0.7,0.07752304173992325,0,49,TV Personality,Kym Johnson
5,2,Contestant_38,0.7,0.08412561643881283,0,38,Actor/Actress,Edyta Sliwinska
5,2,Contestant_39,0.7,0.09234119959449485,0,56,Actor/Actress,Tony Dovolani
5,2,Contestant_40,0.8666666666666667,0.07467113526829454,0,23,Actor/Actress,Mark Ballas
5,2,Contestant_41,0.7,0.09723939028141027,0,35,Actor/Actress,Derek Hough
5,2,Contestant_42,0.7,0.1075561519904987,0,30,Athlete,Karina Smirnoff
5,2,Contestant_44,0.7,0.014510265641587873,1,22,Model,Anna Trebunskaya
5,2,Contestant_45,0.9,0.06754268631692323,0,32,Racing Driver,Julianne Hough
5,2,Contestant_46,0.7666666666666667,0.10212118591114754,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,2,Contestant_47,0.5,0.11872917850160282,0,65,Singer/Rapper,Cheryl Burke
5,2,Contestant_48,0.8,0.13297518362307634,0,47,Singer/Rapper,Jonathan Roberts
5,2,Contestant_49,0.6,0.10818800643215122,0,49,TV Personality,Kym Johnson
5,3,Contestant_38,0.7666666666666667,0.10223744387080017,0,38,Actor/Actress,Edyta Sliwinska
5,3,Contestant_39,0.9,0.11482254715679402,0,56,Actor/Actress,Tony Dovolani
5,3,Contestant_40,0.9,0.0751568107833295,0,23,Actor/Actress,Mark Ballas
5,3,Contestant_41,0.8666666666666667,0.11202460113748024,0,35,Actor/Actress,Derek Hough
5,3,Contestant_42,0.7,0.11586380224349277,0,30,Athlete,Karina Smirnoff
5,3,Contestant_45,0.8,0.0804095068985781,0,32,Racing Driver,Julianne Hough
5,3,Contestant_46,0.9,0.11033867233949968,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,3,Contestant_47,0.6,0.02884663763941937,1,65,Singer/Rapper,Cheryl Burke
5,3,Contestant_48,0.8666666666666667,0.1344320363300975,0,47,Singer/Rapper,Jonathan Roberts
5,3,Contestant_49,0.6666666666666666,0.1258679416005087,0,49,TV Personality,Kym Johnson
5,4,Contestant_38,0.9,0.11350584341712035,0,38,Actor/Actress,Edyta Sliwinska
5,4,Contestant_39,0.8666666666666667,0.12431484892378435,0,56,Actor/Actress,Tony Dovolani
5,4,Contestant_40,1.0,0.09821844347823089,0,23,Actor/Actress,Mark Ballas
5,4,Contestant_41,0.9,0.12110183501823008,0,35,Actor/Actress,Derek Hough
5,4,Contestant_42,0.7666666666666667,0.029248063913380116,1,30,Athlete,Karina Smirnoff
5,4,Contestant_45,0.9,0.1069913891992743,0,32,Racing Driver,Julianne Hough
5,4,Contestant_46,0.8666666666666667,0.1383483907120136,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,4,Contestant_48,0.8666666666666667,0.12524455441381893,0,47,Singer/Rapper,Jonathan Roberts
5,4,Contestant_49,0.7333333333333333,0.14302663092414727,0,49,TV Personality,Kym Johnson
5,5,Contestant_38,0.8666666666666667,0.13796417018311397,0,38,Actor/Actress,Edyta Sliwinska
5,5,Contestant_39,0.8666666666666667,0.12867550174973516,0,56,Actor/Actress,Tony Dovolani
5,5,Contestant_40,0.9333333333333333,0.11137815294843272,0,23,Actor/Actress,Mark Ballas
5,5,Contestant_41,0.8333333333333334,0.13984981413404046,0,35,Actor/Actress,Derek Hough
5,5,Contestant_45,0.7666666666666667,0.1415506245928538,0,32,Racing Driver,Julianne Hough
5,5,Contestant_46,0.9666666666666667,0.14086247928659498,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,5,Contestant_48,0.7,0.15663861270909346,0,47,Singer/Rapper,Jonathan Roberts
5,5,Contestant_49,0.7,0.043080644396135265,1,49,TV Personality,Kym Johnson
5,6,Contestant_38,0.8333333333333334,0.15779957294832345,0,38,Actor/Actress,Edyta Sliwinska
5,6,Contestant_39,0.7333333333333333,0.16385449007263844,0,56,Actor/Actress,Tony Dovolani
5,6,Contestant_40,0.8333333333333334,0.03844267218641311,1,23,Actor/Actress,Mark Ballas
5,6,Contestant_41,0.9,0.14599366186518795,0,35,Actor/Actress,Derek Hough
5,6,Contestant_45,0.9333333333333333,0.16689100480579067,0,32,Racing Driver,Julianne Hough
5,6,Contestant_46,1.0,0.1529804775221384,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,6,Contestant_48,0.7666666666666667,0.17403812059950807,0,47,Singer/Rapper,Jonathan Roberts
5,7,Contestant_38,0.85,0.18734015720012345,0,38,Actor/Actress,Edyta Sliwinska
5,7,Contestant_39,0.8333333333333334,0.06704841456085324,1,56,Actor/Actress,Tony Dovolani
5,7,Contestant_41,0.8833333333333333,0.17904546586837491,0,35,Actor/Actress,Derek Hough
5,7,Contestant_45,0.8666666666666667,0.19187747170535344,0,32,Racing Driver,Julianne Hough
5,7,Contestant_46,0.9,0.17127498893771448,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,7,Contestant_48,0.8666666666666667,0.2034135017275805,0,47,Singer/Rapper,Jonathan Roberts
5,8,Contestant_38,0.85,0.5624174644029194,1,38,Actor/Actress,Edyta Sliwinska
5,8,Contestant_41,0.8333333333333334,0.25068309408835643,0,35,Actor/Actress,Derek Hough
5,8,Contestant_45,0.95,0.08202596831465167,0,32,Racing Driver,Julianne Hough
5,8,Contestant_46,0.9333333333333333,0.08927225143297307,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,8,Contestant_48,0.8166666666666667,0.015601221761099387,0,47,Singer/Rapper,Jonathan Roberts
5,9,Contestant_41,0.9666666666666667,0.17685833615261545,1,35,Actor/Actress,Derek Hough
5,9,Contestant_45,1.0,0.22699467842876786,0,32,Racing Driver,Julianne Hough
5,9,Contestant_46,1.0,0.05783690378132714,0,32,Singer/Rapper,Maksim Chmerkoskiy
5,9,Contestant_48,0.9333333333333333,0.5383100816372896,0,47,Singer/Rapper,Jonathan Roberts
6,2,Contestant_50,0.6666666666666666,0.0804339608552452,0,34,Actor/Actress,Cheryl Burke
6,2,Contestant_51,0.5333333333333333,0.1032800669399276,0,49,Actor/Actress,Anna Trebunskaya
6,2,Contestant_52,0.7,0.09177481544662923,0,62,Actor/Actress,Louis van Amstel
6,2,Contestant_53,0.8,0.07794621099958227,0,42,Actor/Actress,Fabian Sanchez
6,2,Contestant_54,0.8,0.07451334246548708,0,34,Actor/Actress,Derek Hough
6,2,Contestant_55,0.7,0.0924327303169565,0,35,Actor/Actress,Tony Dovolani
6,2,Contestant_56,0.9,0.10359060151628606,0,33,Athlete,Edyta Sliwinska
6,2,Contestant_57,0.9,0.104468756845933,0,36,Athlete,Mark Ballas
6,2,Contestant_58,0.5,0.02566545208442855,1,34,Athlete,Jonathan Roberts
6,2,Contestant_59,0.5666666666666667,0.01946258640019823,1,53,Magician,Kym Johnson
6,2,Contestant_60,0.6333333333333333,0.09827891524733962,0,43,Radio Personality,Julianne Hough
6,2,Contestant_61,0.8666666666666667,0.12815256088198665,0,21,Singer/Rapper,Karina Smirnoff
6,3,Contestant_50,0.8333333333333334,0.09221328807473181,0,34,Actor/Actress,Cheryl Burke
6,3,Contestant_51,0.7,0.02207881005875935,1,49,Actor/Actress,Anna Trebunskaya
6,3,Contestant_52,0.8666666666666667,0.09761267501631686,0,62,Actor/Actress,Louis van Amstel
6,3,Contestant_53,0.7,0.10511961461194208,0,42,Actor/Actress,Fabian Sanchez
6,3,Contestant_54,0.8,0.0957580574995554,0,34,Actor/Actress,Derek Hough
6,3,Contestant_55,0.6333333333333333,0.11773844173549632,0,35,Actor/Actress,Tony Dovolani
6,3,Contestant_56,0.7666666666666667,0.11427820261265104,0,33,Athlete,Edyta Sliwinska
6,3,Contestant_57,0.9,0.10905296175227902,0,36,Athlete,Mark Ballas
6,3,Contestant_60,0.7,0.11443491419197799,0,43,Radio Personality,Julianne Hough
6,3,Contestant_61,0.7,0.1317130344462904,0,21,Singer/Rapper,Karina Smirnoff
6,4,Contestant_50,0.8666666666666667,0.10677756851574895,0,34,Actor/Actress,Cheryl Burke
6,4,Contestant_52,0.7333333333333333,0.12693201643775187,0,62,Actor/Actress,Louis van Amstel
6,4,Contestant_53,0.8,0.12770326636654483,0,42,Actor/Actress,Fabian Sanchez
6,4,Contestant_54,0.9333333333333333,0.10634097903787397,0,34,Actor/Actress,Derek Hough
6,4,Contestant_55,0.8,0.13775081100173037,0,35,Actor/Actress,Tony Dovolani
6,4,Contestant_56,0.9666666666666667,0.10615807762030399,0,33,Athlete,Edyta Sliwinska
6,4,Contestant_57,0.9666666666666667,0.12496531780206734,0,36,Athlete,Mark Ballas
6,4,Contestant_60,0.6333333333333333,0.03345481902714997,1,43,Radio Personality,Julianne Hough
6,4,Contestant_61,0.8,0.12991714419082884,0,21,Singer/Rapper,Karina Smirnoff
6,5,Contestant_50,0.7666666666666667,0.061254895878105176,0,34,Actor/Actress,Cheryl Burke
6,5,Contestant_52,0.7,0.01231752976073057,1,62,Actor/Actress,Louis van Amstel
6,5,Contestant_53,0.7333333333333333,0.169389940220405,0,42,Actor/Actress,Fabian Sanchez
6,5,Contestant_54,0.7666666666666667,0.0071539230988293175,0,34,Actor/Actress,Derek Hough
6,5,Contestant_55,0.8,0.198553740541332,0,35,Actor/Actress,Tony Dovolani
6,5,Contestant_56,0.9,0.08585085896077332,0,33,Athlete,Edyta Sliwinska
6,5,Contestant_57,0.9666666666666667,0.08506095577953933,0,36,Athlete,Mark Ballas
6,5,Contestant_61,0.9,0.38041815576028537,0,21,Singer/Rapper,Karina Smirnoff
6,6,Contestant_50,0.9,0.23893748883042182,0,34,Actor/Actress,Cheryl Burke
6,6,Contestant_53,0.7,0.07288543472909288,1,42,Actor/Actress,Fabian Sanchez
6,6,Contestant_54,0.8,0.04856280812683123,0,34,Actor/Actress,Derek Hough
